Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
750,Text,1996-12-01,The High History of the Holy Graal,en,"Evans, Sebastian, 1830-1909 [Translator]",Arthurian romances; Perceval (Legendary character) -- Romances; Grail -- Legends,PQ,Browsing: Culture/Civilization/Society; Browsing: History - Religious; Browsing: Literature
751,Text,1996-12-01,The Autocrat of the Breakfast-Table,en,"Holmes, Oliver Wendell, 1809-1894",Poetry; American fiction -- 19th century; Conversation -- Fiction; Boardinghouses -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry; Browsing: Fiction
752,Text,2006-01-21,A Young Girl's Diary,en,"Freud, Sigmund, 1856-1939 [Author of introduction, etc.]; Paul, Cedar, 1880-1972 [Translator]; Paul, Eden, 1865-1944 [Translator]",Adolescence; Teenage girls; Teenage girls -- Austria -- Vienna -- Diaries,HQ,Browsing: Culture/Civilization/Society; Browsing: Psychiatry/Psychology; Browsing: Sociology
753,Text,1996-12-01,Arizona nights,en,"White, Stewart Edward, 1873-1946",Western stories; Arizona -- Fiction; Cattle breeders -- Fiction; Cowboys -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
754,Text,1996-12-01,The Story of Mankind,en,"Van Loon, Hendrik Willem, 1882-1944",World history; World history -- Juvenile literature,D,"Children's History; Bestsellers, American, 1895-1923; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: History - General"
755,Text,1996-12-01,A Lady's Life in the Rocky Mountains,en,"Bird, Isabella L. (Isabella Lucy), 1831-1904","West (U.S.) -- Description and travel; Bird, Isabella L. (Isabella Lucy), 1831-1904 -- Travel -- Rocky Mountains; Women -- Rocky Mountains -- Biography; Women travelers -- Rocky Mountains -- Biography; Frontier and pioneer life -- Rocky Mountains; Rocky Mountains -- Description and travel; Estes Park (Colo.) -- Biography",F721,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
756,Text,1996-12-01,Arizona Sketches,en,"Munk, J. A. (Joseph Amasa), 1847-1927",Arizona,F786,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
757,Text,1996-12-01,"Fifty ""Bab"" Ballads: Much Sound and Little Sense",en,"Gilbert, W. S. (William Schwenck), 1836-1911","English wit and humor; Humorous poetry, English",PR,Browsing: Humour; Browsing: Literature; Browsing: Poetry
758,StillImage,1996-12-01,"LandSat Picture of Washington, DC",en,Geological Survey (U.S.); United States. National Aeronautics and Space Administration,Washington (D.C.) -- Remote-sensing images,G,Browsing: Science - General; Browsing: Travel & Geography
759,Text,1996-12-01,James Pethel,en,"Beerbohm, Max, Sir, 1872-1956",Short stories; Character sketches; Gambling -- Fiction,PR,Browsing: Literature; Browsing: Fiction
760,Text,1996-12-01,Enoch Soames: A Memory of the Eighteen-Nineties,en,"Beerbohm, Max, Sir, 1872-1956",Short stories; Character sketches,PR,Browsing: Literature; Browsing: Fiction
761,Text,1996-12-01,A. V. Laider,en,"Beerbohm, Max, Sir, 1872-1956",Short stories; Character sketches; England -- Social life and customs -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
762,Text,1996-12-01,"British Airships, Past, Present, and Future",en,"Whale, George",Airships -- Britain -- History; Aircraft,TL,Browsing: Engineering & Construction; Browsing: History - British
763,Text,1996-12-01,The Round-Up: A Romance of Arizona; Novelized from Edmund Day's Melodrama,en,"Murray, John; Day, Edmund, 1866-1923; Miller, Marion Mills, 1864-1949",Love stories; Arizona -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
764,Text,1996-12-01,"Hans Brinker; Or, The Silver Skates",en,"Dodge, Mary Mapes, 1830-1905",Siblings -- Juvenile fiction; Skating -- Juvenile fiction; Netherlands -- History -- 19th century -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: History - General; Browsing: Fiction
765,Text,1996-12-01,The Moon Pool,en,"Merritt, Abraham, 1884-1943",Science fiction; Oceania -- Fiction; Geographical myths -- Fiction; Botanists -- Fiction,PS,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
766,Text,1996-12-01,David Copperfield,en,"Dickens, Charles, 1812-1870",Orphans -- Fiction; Autobiographical fiction; England -- Fiction; Bildungsromans; Young men -- Fiction; Boys -- Fiction; Stepfathers -- Fiction; Child labor -- Fiction,PR,Harvard Classics; Browsing: Biographies; Browsing: Literature; Browsing: Fiction
767,Text,1996-12-01,Agnes Grey,en,"Brontë, Anne, 1820-1849",Autobiographical fiction; England -- Fiction; Single women -- Fiction; Governesses -- Fiction; Feminist fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Gender & Sexuality Studies; Browsing: Literature; Browsing: Fiction
768,Text,1996-12-01,Wuthering Heights,en,"Brontë, Emily, 1818-1848",Revenge -- Fiction; Psychological fiction; Rejection (Psychology) -- Fiction; Love stories; Domestic fiction; Yorkshire (England) -- Fiction; Foundlings -- Fiction; Rural families -- Fiction; Heathcliff (Fictitious character : Brontë) -- Fiction; Triangles (Interpersonal relations) -- Fiction,PR,Best Books Ever Listings; Gothic Fiction; Movie Books; Browsing: Literature; Browsing: Fiction
769,Text,1997-01-01,The Book of Tea,en,"Okakura, Kakuzo, 1862-1913",Tea; Japan -- Social life and customs; Japanese tea ceremony,GT,Browsing: Culture/Civilization/Society; Browsing: Travel & Geography
770,Text,1997-01-01,"The Story of the Treasure Seekers
Being the Adventures of the Bastable Children in Search of a Fortune",en,"Nesbit, E. (Edith), 1858-1924",Siblings -- Fiction; Family life -- England -- Fiction; Imagination -- Fiction; Moneymaking projects -- Fiction; Great Britain -- History -- 19th century -- Fiction,PR; PZ,Children's Literature; Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
771,Text,1997-01-01,Biographical Notes on the Pseudonymous Bells,en,"Brontë, Charlotte, 1816-1855","Brontë family; Authors, English -- 19th century -- Biography; Brontë, Emily, 1818-1848; Brontë, Anne, 1820-1849",PR,Biographies; Browsing: Biographies; Browsing: Literature
772,Text,1997-01-01,Moral Emblems,en,"Stevenson, Robert Louis, 1850-1894",Poetry,PR,Browsing: Literature; Browsing: Poetry
773,Text,1997-01-01,"Lord Arthur Savile's Crime; The Portrait of Mr. W.H., and Other Stories",en,"Wilde, Oscar, 1854-1900","Manners and customs -- Fiction; Short stories, English",PR,Contemporary Reviews; Browsing: Literature; Browsing: Fiction
774,Text,1997-01-01,Essays and Lectures,en,"Wilde, Oscar, 1854-1900",Essays,PR,Browsing: Humour; Browsing: Literature
775,Text,1997-01-01,When the Sleeper Wakes,en,"Wells, H. G. (Herbert George), 1866-1946",Science fiction; London (England) -- Fiction; Time travel -- Fiction; Twenty-first century -- Fiction; Dystopias -- Fiction; Technological innovations -- Fiction,PR,Science Fiction; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
776,Text,1997-01-01,Hermione and Her Little Group of Serious Thinkers,en,"Marquis, Don, 1878-1937",Satire; Young women -- Fiction; Superficiality -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Literature; Browsing: Fiction
777,Text,1997-01-01,The mastery of the air,en,"Claxton, William J.",Airplanes; Aeronautics,TL,Browsing: Computers & Technology; Browsing: Engineering & Construction; Browsing: Science - General
778,Text,1997-01-01,Five Children and It,en,"Nesbit, E. (Edith), 1858-1924","Siblings -- Fiction; Wishes -- Fiction; Fairies -- Fiction; Great Britain -- History -- Edward VII, 1901-1910 -- Fiction",PR; PZ,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
779,Text,1997-01-01,"The Tragical History of Doctor Faustus
From the Quarto of 1604",en,"Marlowe, Christopher, 1564-1593; Dyce, Alexander, 1798-1869 [Editor]","Germany -- Drama; Tragedies (Drama); Faust, -approximately 1540 -- Drama; Magicians -- Drama",PR,Harvard Classics; Browsing: Literature; Browsing: Fiction
780,Text,1997-01-01,The War in the Air,en,"Wells, H. G. (Herbert George), 1866-1946",Science fiction; War stories; Air warfare -- Fiction,PR,Browsing: History - Warfare; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
781,Text,1997-01-01,Sinking of the Titanic and Great Sea Disasters,en,"Marshall, Logan, 1884-1937 [Editor]",Titanic (Steamship); Shipwrecks -- North Atlantic Ocean,G,Children's History; Browsing: Children & Young Adult Reading; Browsing: History - General; Browsing: Travel & Geography
782,Text,1997-01-01,The Travels of Sir John Mandeville,en,"Mandeville, John, Sir","Voyages and travels -- Early works to 1800; Mandeville, John, Sir -- Travel; Geography, Medieval; Palestine -- Description and travel -- Early works to 1800; Orient -- Description and travel -- Early works to 1800",G,Browsing: Culture/Civilization/Society; Browsing: History - Medieval/The Middle Ages; Browsing: Travel & Geography
783,Text,1997-01-01,The Lost City,en,"Badger, Jos. E. (Joseph Edward), 1848-1909",Fantasy fiction; Adventure stories; Uncles -- Juvenile fiction; Nephews -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
784,Text,1997-01-01,Boyhood in Norway: Stories of Boy-Life in the Land of the Midnight Sun,en,"Boyesen, Hjalmar Hjorth, 1848-1895",Boys -- Fiction; Norway -- Fiction,PZ,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
785,Text,1997-01-01,On the Nature of Things,en,"Lucretius Carus, Titus, 95? BCE-50? BCE; Leonard, William Ellery, 1876-1944 [Translator]","Didactic poetry, Latin -- Translations into English; Philosophy, Ancient -- Poetry",PA,Browsing: Literature; Browsing: Philosophy & Ethics; Browsing: Poetry
786,Text,1997-01-01,Hard Times,en,"Dickens, Charles, 1812-1870",England -- Fiction; Domestic fiction; Social problems -- Fiction; Utilitarianism -- Fiction; Education -- Fiction; Political fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Politics; Browsing: Teaching & Education; Browsing: Fiction
787,Text,1997-01-01,The Man Between: An International Romance,en,"Barr, Amelia E., 1831-1919",Love stories; Betrothal -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
788,Text,1997-01-01,The Red One,en,"London, Jack, 1876-1916","Fiction; Short stories; Adventure stories, American",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
789,Text,1997-01-01,The Gathering of Brother Hilarius,en,"Fairless, Michael, 1869-1901",Plague -- Fiction; Monks -- Fiction; English fiction -- 19th century; Monasteries -- Fiction,PR,Browsing: History - General; Browsing: Literature; Browsing: Fiction
790,Text,1997-01-01,Lady Windermere's Fan,en,"Wilde, Oscar, 1854-1900",Marriage -- Drama; Mothers and daughters -- Drama; Aristocracy (Social class) -- Drama,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
791,Text,1997-01-01,The Princess,en,"Tennyson, Alfred Tennyson, Baron, 1809-1892",English poetry -- 19th century,PR,Browsing: Literature; Browsing: Poetry
792,Text,1997-01-01,"Wieland; Or, The Transformation: An American Tale",en,"Brown, Charles Brockden, 1771-1810","Horror tales; Psychological fiction; Epistolary fiction; Gothic fiction; Combustion, Spontaneous -- Fiction; Religious fanaticism -- Fiction; Siblings -- Fiction; Fathers -- Death -- Fiction; Radicals -- Fiction; Pennsylvania -- History -- Colonial period, ca. 1600-1775 -- Fiction",PS,Best Books Ever Listings; Gothic Fiction; Browsing: History - American; Browsing: Literature; Browsing: Fiction
793,Text,1997-01-01,Aeroplanes and Dirigibles of War,en,"Talbot, Frederick Arthur Ambrose, 1880-1924","Aeronautics, Military; Airplanes, Military -- History; World War, 1914-1918 -- Aerial operations; Airships -- History",TL; UG,World War I; Browsing: Engineering & Construction; Browsing: History - Warfare; Browsing: Science - General
794,Text,1997-01-01,The Wouldbegoods: Being the Further Adventures of the Treasure Seekers,en,"Nesbit, E. (Edith), 1858-1924",Adventure stories; Siblings -- Juvenile fiction; England -- Juvenile fiction; Country life -- Juvenile fiction; Children -- Juvenile fiction; Families -- Juvenile fiction,PR; PZ,Children's Literature; Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
795,Text,1997-01-01,"Ballads and Lyrics of Old France, with Other Poems",en,"Lang, Andrew, 1844-1912 [Translator]","Ballads, French; French poetry -- Translations into English; Folk songs, French",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry
796,Text,1997-01-01,La Chartreuse De Parme,fr,"Stendhal, 1783-1842",Love stories; Political fiction; Parma (Italy) -- Fiction; Italy -- Social life and customs -- 19th century -- Fiction; Young men -- Italy -- Parma -- Fiction,PQ,Best Books Ever Listings; FR Littérature; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
797,Text,1997-01-01,L'Abbesse De Castro,fr,"Stendhal, 1783-1842",Italy -- Fiction; Man-woman relationships -- Fiction; French fiction -- 19th century,PQ,FR Nouvelles; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
798,Text,1997-01-01,Le rouge et le noir: chronique du XIXe siècle,fr,"Stendhal, 1783-1842",Bildungsromans; France -- Fiction; Young men -- France -- Fiction; Ambition -- Fiction; Church and state -- Fiction,PQ,Best Books Ever Listings; FR Littérature; Banned Books from Anne Haight's list; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
799,Text,1997-01-01,De la terre à la lune: trajet direct en 97 heures 20 minutes,fr,"Verne, Jules, 1828-1905",Science fiction; Space flight to the moon -- Fiction; Moon -- Fiction; Space ships -- Fiction; Manned space flight -- Fiction,PQ,Science Fiction; FR Littérature; FR Science fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
800,Text,1997-01-01,Le tour du monde en quatre-vingts jours,fr,"Verne, Jules, 1828-1905",Adventure stories; Voyages around the world -- Fiction,PQ,FR Littérature; Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
801,Text,1997-02-01,Les Cenci,fr,"Stendhal, 1783-1842",Italy -- Fiction,PQ,FR Nouvelles; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
802,Text,1997-02-01,Vittoria Accoramboni,fr,"Stendhal, 1783-1842",Italy -- Fiction,PQ,FR Nouvelles; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
803,Text,1997-02-01,La Duchesse De Palliano,fr,"Stendhal, 1783-1842",Love stories; Italy -- Fiction,PQ,FR Nouvelles; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
804,Text,1997-02-01,A Sentimental Journey Through France and Italy,en,"Sterne, Laurence, 1713-1768",Humorous stories; Psychological fiction; Clergy -- Fiction; Italy -- Fiction; France -- Fiction; Travelers -- Fiction; British -- Italy -- Fiction; British -- France -- Fiction,PR,Best Books Ever Listings; Harvard Classics; Banned Books from Anne Haight's list; Browsing: Humour; Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
805,Text,1997-02-01,This Side of Paradise,en,"Fitzgerald, F. Scott (Francis Scott), 1896-1940","Love stories; Bildungsromans; Young men -- Fiction; Children of the rich -- Fiction; Advertising -- Fiction; College students -- Fiction; World War, 1914-1918 -- Veterans -- Fiction",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
806,Text,1997-02-01,Philoktetes,en,"Sophocles, 496? BCE-407 BCE; McNamee, Gregory, 1957- [Translator]",Tragedies (Drama); Trojan War -- Drama; Philoctetes (Mythological character) -- Drama,PA,Browsing: Literature; Browsing: Fiction
807,Text,1997-02-01,Hunted Down: The Detective Stories of Charles Dickens,en,"Dickens, Charles, 1812-1870","Detective and mystery stories, English",PR,Detective Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
808,Text,1997-02-01,The Complete Plays of Gilbert and Sullivan,en,"Sullivan, Arthur, 1842-1900; Gilbert, W. S. (William Schwenck), 1836-1911",Operas -- Librettos,ML,Opera; Banned Books from Anne Haight's list; Browsing: Music; Browsing: Performing Arts/Film
809,Text,1997-02-01,Holiday Romance,en,"Dickens, Charles, 1812-1870",Short stories; Children and adults -- Fiction,PR; PZ,Children's Picture Books; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
810,Text,1997-02-01,George Silverman's Explanation,en,"Dickens, Charles, 1812-1870",Orphans -- Fiction; Clergy -- England -- Fiction,PR,Browsing: Literature; Browsing: Fiction
811,Text,1997-02-01,"The Tragical History of Doctor Faustus
From the Quarto of 1616",en,"Marlowe, Christopher, 1564-1593; Dyce, Alexander, 1798-1869 [Editor]","Germany -- Drama; Tragedies (Drama); Faust, -approximately 1540 -- Drama; Magicians -- Drama",PR,Harvard Classics; Browsing: History - General; Browsing: Literature; Browsing: Fiction
812,Text,1997-03-01,"Catalan's Constant to 1,500,000 Places",en,,Mathematical constants,QA,Browsing: Mathematics; Browsing: Science - General
813,Text,1997-02-01,"Reminiscences of Tolstoy, by His Son",en,"Tolstoi, Ilia Lvovich, graf, 1866-1933; Calderon, George, 1868-1915 [Translator]","Tolstoy, Leo, graf, 1828-1910; Authors, Russian -- 19th century -- Biography",PG,Biographies; Browsing: Biographies; Browsing: Literature
814,Text,1997-02-01,Hunting Sketches,en,"Trollope, Anthony, 1815-1882",Essays; Fox hunting,PR; SK,Browsing: Culture/Civilization/Society; Browsing: Literature
815,Text,2006-01-21,Democracy in America — Volume 1,en,"Tocqueville, Alexis de, 1805-1859; Reeve, Henry, 1813-1895 [Translator]",United States -- Politics and government; United States -- Social conditions; Democracy -- United States,JK,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Politics
816,Text,2006-01-21,Democracy in America — Volume 2,en,"Tocqueville, Alexis de, 1805-1859; Reeve, Henry, 1813-1895 [Translator]",United States -- Politics and government; United States -- Social conditions; Democracy -- United States,JK,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Politics
817,Text,1997-02-01,"The Jargon File, Version 4.0.0, 24 Jul 1996",en,"Raymond, Eric S., 1957- [Editor]; Steele, Guy L., 1954- [Editor]",Electronic data processing -- Terminology -- Humor; Computers -- Humor; Computers -- Slang -- Dictionaries,TK,Browsing: Computers & Technology; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Humour
818,Text,1997-02-01,The Aeroplane Speaks,en,"Barber, H. (Horatio), 1875-1964",Airplanes,TL,Browsing: Computers & Technology; Browsing: Engineering & Construction; Browsing: Science - General
819,Text,1997-02-01,The History of the Telephone,en,"Casson, Herbert Newton, 1869-1951",Telephone -- History,TK,Browsing: Computers & Technology; Browsing: History - General
820,Text,2006-01-21,Edison: His Life and Inventions,en,"Dyer, Frank Lewis, 1870-1941; Martin, Thomas Commerford, 1856-1924","Edison, Thomas A. (Thomas Alva), 1847-1931; Inventors -- United States -- Biography",TK,Browsing: Biographies; Browsing: Science - General
821,Text,1997-02-01,Dombey and Son,en,"Dickens, Charles, 1812-1870",England -- Fiction; Dysfunctional families -- Fiction; Domestic fiction; Fathers and daughters -- Fiction; Businesspeople -- Fiction; Family-owned business enterprises -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
822,Text,1997-02-01,The Tarn of Eternity,en,"Tymon, Frank",American fiction,PS,Browsing: Literature; Browsing: Fiction
823,Text,1997-02-01,The Life of St. Declan of Ardmore,en,"Power, P. (Patrick), 1862-1951 [Translator]","Declan, Saint, Bishop of Ardmore, active 6th century -- Legends",PB,Browsing: History - Religious; Browsing: Literature
824,Text,1997-02-01,Speeches: Literary and Social,en,"Dickens, Charles, 1812-1870","Literature -- History and criticism; Speeches, addresses, etc., English",PN; PR,Browsing: Journalism/Media/Writing; Browsing: Literature
825,Text,1997-02-01,"Latin Vulgate, Bible Book Titles and Names",la,Anonymous,Bible,BS,Christianity; Browsing: Religion/Spirituality/Paranormal
826,Text,1997-02-01,"Latin Vulgate, Esther: Liber Esther",la,Anonymous,Bible. Esther,BS,Christianity; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
827,Text,1997-02-01,"Latin Vulgate, Esther: Liber Esther",la,Anonymous,Bible. Esther,BS,Christianity; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
828,Text,1997-02-01,"Latin Vulgate, Daniel: Prophetia Danielis",la,Anonymous,Bible. Daniel,BS,Christianity; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
829,Text,1997-02-01,Gulliver's Travels into Several Remote Nations of the World,en,"Swift, Jonathan, 1667-1745","Fantasy fiction; Satire; Travelers -- Fiction; Gulliver, Lemuel (Fictitious character) -- Fiction; Voyages, Imaginary -- Early works to 1800",PR,Best Books Ever Listings; Banned Books from Anne Haight's list; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
830,Text,1997-02-01,The Argonautica,en,"Apollonius, Rhodius; Seaton, R. C. (Robert Cooper), 1853-1915 [Translator]","Classical literature; Argonauts (Greek mythology); Jason -- (Mythological character); Medea, consort of Aegeus, King of Athens (Mythological character)",PA,Classical Antiquity; Browsing: Culture/Civilization/Society; Browsing: History - Ancient; Browsing: Literature
831,Text,1997-02-01,Four Arthurian Romances,en,"Chrétien, de Troyes, active 12th century; Comfort, William Wistar, 1874-1955 [Translator]","Arthurian romances; Chrétien, de Troyes, active 12th century; Romances -- Translations into English; Tales, Medieval",PQ,Fantasy; Arthurian Legends; Browsing: History - Medieval/The Middle Ages; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
832,Text,2006-01-21,Robin Hood,en,"McSpadden, J. Walker (Joseph Walker), 1874-1960",Folklore -- England; Robin Hood (Legendary character) -- Legends,PZ,Fantasy; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
833,Text,1997-03-01,The Theory of the Leisure Class,en,"Veblen, Thorstein, 1857-1929",Sociology; Leisure class,HB,Browsing: Culture/Civilization/Society; Browsing: Sociology
834,Text,1997-03-01,The Memoirs of Sherlock Holmes,en,"Doyle, Arthur Conan, 1859-1930","Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction; Detective and mystery stories, English",PR,Detective Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
835,Text,1997-03-01,"The Grey Brethren, and Other Fragments in Prose and Verse",en,"Fairless, Michael, 1869-1901",Poetry; Short stories,PR,Browsing: Literature; Browsing: Poetry
836,Text,1997-03-01,The Phoenix and the Carpet,en,"Nesbit, E. (Edith), 1858-1924","Fantasy fiction; Siblings -- Juvenile fiction; Magic -- Juvenile fiction; Great Britain -- History -- Edward VII, 1901-1910 -- Juvenile fiction; Phoenix (Mythical bird) -- Juvenile fiction",PR; PZ,Children's Literature; Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Fiction
837,Text,1997-03-01,The Story of the Amulet,en,"Nesbit, E. (Edith), 1858-1924",Fantasy literature; Siblings -- Juvenile fiction; England -- Juvenile fiction; Wishes -- Juvenile fiction,PR; PZ,Children's Literature; Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
838,Text,1997-03-01,"Jasmin: Barber, Poet, Philanthropist",en,"Smiles, Samuel, 1812-1904","Jasmin, 1798-1864; Poets, French -- Biography",PC,Browsing: Biographies; Browsing: Literature
839,Text,1997-03-01,New Arabian Nights,en,"Stevenson, Robert Louis, 1850-1894",Fiction; Short stories; Adventure stories,PR,Browsing: Literature; Browsing: Fiction
840,Text,2006-04-27,Lorna Doone: A Romance of Exmoor,en,"Blackmore, R. D. (Richard Doddridge), 1825-1900","Historical fiction; Monmouth's Rebellion, 1685 -- Fiction; Love stories; Exmoor (England) -- Fiction",PR,Historical Fiction; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
841,Text,1997-03-01,"Men, Women and Ghosts",en,"Lowell, Amy, 1874-1925",American poetry,PS,Poetry; Browsing: Literature; Browsing: Poetry
842,Text,1997-03-01,Memoirs of Carwin the Biloquist (A Fragment),en,"Brown, Charles Brockden, 1771-1810",Ventriloquists -- Fiction,PS,Browsing: Literature; Browsing: Fiction
843,Text,1997-03-01,The Life of Francis Marion,en,"Simms, William Gilmore, 1806-1870","Marion, Francis, 1732-1795; Generals -- United States -- Biography; South Carolina -- Militia -- Biography; United States -- History -- Revolution, 1775-1783 -- Campaigns; United States -- History -- Revolution, 1775-1783 -- Biography; South Carolina -- History -- Revolution, 1775-1783 -- Campaigns; Georgia -- History -- Revolution, 1775-1783 -- Campaigns",E201,Browsing: Biographies; Browsing: History - American
844,Text,1997-03-01,The Importance of Being Earnest: A Trivial Comedy for Serious People,en,"Wilde, Oscar, 1854-1900",Comedy plays; England -- Drama; Identity (Psychology) -- Drama; Foundlings -- Drama,PR,Plays; Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
845,Text,1997-03-01,Poems of Henry Timrod; with Memoir,en,"Timrod, Henry, 1828-1867","Timrod, Henry, 1828-1867; American poetry -- 19th century; United States -- History -- Civil War, 1861-1865 -- Poetry -- Confederate",PS,Browsing: History - American; Browsing: Literature; Browsing: Poetry
846,Text,1997-03-01,The Life of General Francis Marion,en,"Weems, M. L. (Mason Locke), 1759-1825","Marion, Francis, 1732-1795; Generals -- United States -- Biography; South Carolina -- Militia -- Biography; South Carolina -- History -- Revolution, 1775-1783; Georgia -- History -- Revolution, 1775-1783; Swamp Fox; United States -- History -- Revolution, 1775-1783 -- Campaigns",E201,Browsing: Biographies; Browsing: History - American
847,Text,2006-01-21,Lays of Ancient Rome,en,"Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",Rome -- History -- Poetry,PR,Poetry; Browsing: History - General; Browsing: Literature; Browsing: Poetry
848,Text,1997-03-01,The Black Arrow: A Tale of the Two Roses,en,"Stevenson, Robert Louis, 1850-1894","Historical fiction; Knights and knighthood -- Fiction; War stories; Bildungsromans; Young men -- Fiction; Guardian and ward -- Fiction; Great Britain -- History -- Wars of the Roses, 1455-1485 -- Fiction; Outlaws -- Fiction",PR,Children's Literature; Adventure; Historical Fiction; Movie Books; Browsing: Children & Young Adult Reading; Browsing: History - General; Browsing: Fiction
849,Text,1997-03-01,The Idle Thoughts of an Idle Fellow,en,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",English essays; English wit and humor,PR,Browsing: Humour; Browsing: Literature
850,Text,1997-03-01,Tom Grogan,en,"Smith, Francis Hopkinson, 1838-1915",New York (N.Y.) -- Fiction; Widows -- Fiction; Stevedores -- Fiction,PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Fiction"
851,Text,1997-03-01,Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson,en,"Rowlandson, Mary White, 1635?-1711","Rowlandson, Mary White, approximately 1635-1711; King Philip's War, 1675-1676; Lancaster (Mass.) -- History -- Colonial period, ca. 1600-1775; Massachusetts -- Biography; Indian captivities -- Massachusetts",E011,Browsing: Biographies; Browsing: History - American; Browsing: History - General
852,Text,1997-03-01,Democracy and Education: An Introduction to the Philosophy of Education,en,"Dewey, John, 1859-1952",Education -- Social aspects; Education -- Philosophy,LB,Philosophy; Browsing: Philosophy & Ethics; Browsing: Teaching & Education
853,Text,1997-03-01,The Confutatio Pontificia,en,"Reu, Johann Michael, 1869-1943 [Editor]",Protestantism,BX,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
854,Text,1997-03-01,A Woman of No Importance,en,"Wilde, Oscar, 1854-1900",Man-woman relationships -- Drama; English drama,PR,Plays; Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
